LOCATION,INDICATOR,SUBJECT,MEASURE,TIME,Value
PRT,GGEXP,ECOAFF,PC_GDP,2003,5.09682972142989
PRT,GGEXP,ECOAFF,PC_GDP,2004,5.35674637159377
PRT,GGEXP,ECOAFF,PC_GDP,2005,5.1629267703942805
PRT,GGEXP,ECOAFF,PC_GDP,2006,4.36210726676105
PRT,GGEXP,ECOAFF,PC_GDP,2007,4.17160823091182
PRT,GGEXP,ECOAFF,PC_GDP,2008,3.8897888469972997
PRT,GGEXP,ECOAFF,PC_GDP,2009,4.7519150101082
PRT,GGEXP,ECOAFF,PC_GDP,2010,6.3899839775206395
PRT,GGEXP,ECOAFF,PC_GDP,2011,4.515112370046929
PRT,GGEXP,ECOAFF,PC_GDP,2012,4.01384305013996
PRT,GGEXP,ECOAFF,PC_GDP,2013,3.75859857903586
PRT,GGEXP,ECOAFF,PC_GDP,2014,6.99497937897204
PRT,GGEXP,ECOAFF,PC_GDP,2015,4.94718920388017
PRT,GGEXP,ECOAFF,PC_GDP,2016,3.1676100524333703
PRT,GGEXP,ECOAFF,PC_GDP,2017,5.270996203518281
PRT,GGEXP,ECOAFF,PC_GDP,2018,3.7793196235958497
HUN,GGEXP,EDU,PC_GDP,2001,5.3553286965782805
HUN,GGEXP,EDU,PC_GDP,2002,5.66258497329822
HUN,GGEXP,EDU,PC_GDP,2003,6.39910679581815
HUN,GGEXP,EDU,PC_GDP,2004,5.89099529416665
HUN,GGEXP,EDU,PC_GDP,2005,5.99352876532993
HUN,GGEXP,EDU,PC_GDP,2006,5.91857173659528
HUN,GGEXP,EDU,PC_GDP,2007,5.51649314867235
HUN,GGEXP,EDU,PC_GDP,2008,5.29800368257544
HUN,GGEXP,EDU,PC_GDP,2009,5.37100351708638
HUN,GGEXP,EDU,PC_GDP,2010,5.5195126311591505
HUN,GGEXP,EDU,PC_GDP,2011,5.07520306275617
HUN,GGEXP,EDU,PC_GDP,2012,4.69786567008447
HUN,GGEXP,EDU,PC_GDP,2013,4.71987311328795
HUN,GGEXP,EDU,PC_GDP,2014,5.2154681342946105
HUN,GGEXP,EDU,PC_GDP,2015,5.22569883448147
HUN,GGEXP,EDU,PC_GDP,2016,5.00318848760273
HUN,GGEXP,EDU,PC_GDP,2017,5.1169581344728305
HUN,GGEXP,EDU,PC_GDP,2018,5.11929347574487
EST,GGEXP,SOCPROT,PC_GDP,2001,10.086928933302302
EST,GGEXP,SOCPROT,PC_GDP,2002,9.83476144341183
EST,GGEXP,SOCPROT,PC_GDP,2003,9.8186539541105
EST,GGEXP,SOCPROT,PC_GDP,2004,10.0672651244241
EST,GGEXP,SOCPROT,PC_GDP,2005,9.66615322615318
EST,GGEXP,SOCPROT,PC_GDP,2006,9.279141524473939
EST,GGEXP,SOCPROT,PC_GDP,2007,9.11289364747587
EST,GGEXP,SOCPROT,PC_GDP,2008,11.3911970442389
EST,GGEXP,SOCPROT,PC_GDP,2009,15.340057970234598
EST,GGEXP,SOCPROT,PC_GDP,2010,14.093547523224899
EST,GGEXP,SOCPROT,PC_GDP,2011,12.4491737728571
EST,GGEXP,SOCPROT,PC_GDP,2012,12.1812199448563
EST,GGEXP,SOCPROT,PC_GDP,2013,11.8029406045346
EST,GGEXP,SOCPROT,PC_GDP,2014,11.6615521529384
EST,GGEXP,SOCPROT,PC_GDP,2015,12.632435955455199
EST,GGEXP,SOCPROT,PC_GDP,2016,13.118594402834802
EST,GGEXP,SOCPROT,PC_GDP,2017,12.9072286797948
EST,GGEXP,SOCPROT,PC_GDP,2018,13.0335651751619
SVK,GGEXP,GRALPUBSER,PC_GDP,2001,7.96353252596614
SVK,GGEXP,GRALPUBSER,PC_GDP,2002,7.90190064158373
SVK,GGEXP,GRALPUBSER,PC_GDP,2003,6.04833742201991
SVK,GGEXP,GRALPUBSER,PC_GDP,2004,5.04872690873814
SVK,GGEXP,GRALPUBSER,PC_GDP,2005,4.8116233550974
SVK,GGEXP,GRALPUBSER,PC_GDP,2006,4.7627255698378805
SVK,GGEXP,GRALPUBSER,PC_GDP,2007,4.0695750282537295
SVK,GGEXP,GRALPUBSER,PC_GDP,2008,4.152118133385581
SVK,GGEXP,GRALPUBSER,PC_GDP,2009,5.74439532972656
SVK,GGEXP,GRALPUBSER,PC_GDP,2010,4.70215982961176
SVK,GGEXP,GRALPUBSER,PC_GDP,2011,4.906031136657821
SVK,GGEXP,GRALPUBSER,PC_GDP,2012,4.86587374293079
SVK,GGEXP,GRALPUBSER,PC_GDP,2013,5.60653444977257
SVK,GGEXP,GRALPUBSER,PC_GDP,2014,5.53925983074664
SVK,GGEXP,GRALPUBSER,PC_GDP,2015,5.983121634718981
SVK,GGEXP,GRALPUBSER,PC_GDP,2016,5.03586084810507
SVK,GGEXP,GRALPUBSER,PC_GDP,2017,5.14865617871812
SVK,GGEXP,GRALPUBSER,PC_GDP,2018,5.007692683987191
NOR,GGEXP,PUBORD,PC_GDP,2001,0.9856127893136
NOR,GGEXP,PUBORD,PC_GDP,2002,1.13111504869233
NOR,GGEXP,PUBORD,PC_GDP,2003,1.09876546257508
NOR,GGEXP,PUBORD,PC_GDP,2004,1.02247871588653
NOR,GGEXP,PUBORD,PC_GDP,2005,0.887945499141452
NOR,GGEXP,PUBORD,PC_GDP,2006,0.852360018896214
NOR,GGEXP,PUBORD,PC_GDP,2007,0.845299473698319
NOR,GGEXP,PUBORD,PC_GDP,2008,0.821720769133402
NOR,GGEXP,PUBORD,PC_GDP,2009,0.956235605714024
NOR,GGEXP,PUBORD,PC_GDP,2010,0.9470653630610171
NOR,GGEXP,PUBORD,PC_GDP,2011,0.925955434254443
NOR,GGEXP,PUBORD,PC_GDP,2012,0.9203276729532159
NOR,GGEXP,PUBORD,PC_GDP,2013,0.9856005293003701
NOR,GGEXP,PUBORD,PC_GDP,2014,1.0236518303853699
NOR,GGEXP,PUBORD,PC_GDP,2015,1.07294109479141
NOR,GGEXP,PUBORD,PC_GDP,2016,1.1685368161882501
NOR,GGEXP,PUBORD,PC_GDP,2017,1.15868205871125
NOR,GGEXP,PUBORD,PC_GDP,2018,1.1737650317486399
SVK,GGEXP,SOCPROT,PC_GDP,2001,14.306487594196101
SVK,GGEXP,SOCPROT,PC_GDP,2002,14.6115806533707
SVK,GGEXP,SOCPROT,PC_GDP,2003,13.6506473631865
SVK,GGEXP,SOCPROT,PC_GDP,2004,13.881346060077
SVK,GGEXP,SOCPROT,PC_GDP,2005,14.284510549371
SVK,GGEXP,SOCPROT,PC_GDP,2006,13.0013036398565
SVK,GGEXP,SOCPROT,PC_GDP,2007,12.961487541066502
SVK,GGEXP,SOCPROT,PC_GDP,2008,12.4353019324795
SVK,GGEXP,SOCPROT,PC_GDP,2009,15.0725669293668
SVK,GGEXP,SOCPROT,PC_GDP,2010,15.1193154112075
SVK,GGEXP,SOCPROT,PC_GDP,2011,14.6109100117649
SVK,GGEXP,SOCPROT,PC_GDP,2012,14.837156945919302
SVK,GGEXP,SOCPROT,PC_GDP,2013,15.2110060884398
SVK,GGEXP,SOCPROT,PC_GDP,2014,14.986862123743
SVK,GGEXP,SOCPROT,PC_GDP,2015,14.6992162485918
SVK,GGEXP,SOCPROT,PC_GDP,2016,14.9224233618987
SVK,GGEXP,SOCPROT,PC_GDP,2017,14.5720970590475
SVK,GGEXP,SOCPROT,PC_GDP,2018,14.3482190298876
AUT,GGEXP,SOCPROT,PC_GDP,2001,20.617169711490398
AUT,GGEXP,SOCPROT,PC_GDP,2002,20.8723417561683
AUT,GGEXP,SOCPROT,PC_GDP,2003,20.9721875632649
AUT,GGEXP,SOCPROT,PC_GDP,2004,20.5613648721885
AUT,GGEXP,SOCPROT,PC_GDP,2005,20.2321613422618
AUT,GGEXP,SOCPROT,PC_GDP,2006,19.8581981592793
AUT,GGEXP,SOCPROT,PC_GDP,2007,19.405484164845603
AUT,GGEXP,SOCPROT,PC_GDP,2008,19.5820656258669
AUT,GGEXP,SOCPROT,PC_GDP,2009,21.2355319857014
AUT,GGEXP,SOCPROT,PC_GDP,2010,21.3994014937108
AUT,GGEXP,SOCPROT,PC_GDP,2011,20.6943176422327
AUT,GGEXP,SOCPROT,PC_GDP,2012,20.910853384609197
AUT,GGEXP,SOCPROT,PC_GDP,2013,21.3024041848636
AUT,GGEXP,SOCPROT,PC_GDP,2014,21.450320575596198
AUT,GGEXP,SOCPROT,PC_GDP,2015,21.185878273234
AUT,GGEXP,SOCPROT,PC_GDP,2016,21.018307011780102
AUT,GGEXP,SOCPROT,PC_GDP,2017,20.4945792386448
AUT,GGEXP,SOCPROT,PC_GDP,2018,20.1294001943523
DNK,GGEXP,SOCPROT,PC_GDP,2001,22.659501212684802
DNK,GGEXP,SOCPROT,PC_GDP,2002,22.987212655826603
DNK,GGEXP,SOCPROT,PC_GDP,2003,23.7372337329599
DNK,GGEXP,SOCPROT,PC_GDP,2004,23.4475307363018
DNK,GGEXP,SOCPROT,PC_GDP,2005,22.7392559662181
DNK,GGEXP,SOCPROT,PC_GDP,2006,21.6682293549609
DNK,GGEXP,SOCPROT,PC_GDP,2007,21.4628064301357
DNK,GGEXP,SOCPROT,PC_GDP,2008,21.598473413748604
DNK,GGEXP,SOCPROT,PC_GDP,2009,24.273136444071497
DNK,GGEXP,SOCPROT,PC_GDP,2010,24.836525572979603
DNK,GGEXP,SOCPROT,PC_GDP,2011,24.6926988035191
DNK,GGEXP,SOCPROT,PC_GDP,2012,24.580445696926304
DNK,GGEXP,SOCPROT,PC_GDP,2013,24.524103860998697
DNK,GGEXP,SOCPROT,PC_GDP,2014,23.9981022357971
DNK,GGEXP,SOCPROT,PC_GDP,2015,23.4847419305163
DNK,GGEXP,SOCPROT,PC_GDP,2016,22.8921680767448
DNK,GGEXP,SOCPROT,PC_GDP,2017,22.411507522990398
DNK,GGEXP,SOCPROT,PC_GDP,2018,21.930946705917002
IRL,GGEXP,ECOAFF,PC_GDP,2001,3.9602030262486405
IRL,GGEXP,ECOAFF,PC_GDP,2002,3.7808179905580097
IRL,GGEXP,ECOAFF,PC_GDP,2003,3.59524625402435
IRL,GGEXP,ECOAFF,PC_GDP,2004,3.29307352205267
IRL,GGEXP,ECOAFF,PC_GDP,2005,3.15154527322248
IRL,GGEXP,ECOAFF,PC_GDP,2006,3.38659041722156
IRL,GGEXP,ECOAFF,PC_GDP,2007,3.6038722818594597
IRL,GGEXP,ECOAFF,PC_GDP,2008,5.16834897904613
IRL,GGEXP,ECOAFF,PC_GDP,2009,6.45815669921548
IRL,GGEXP,ECOAFF,PC_GDP,2010,25.029913616970802
IRL,GGEXP,ECOAFF,PC_GDP,2011,7.51693858117271
IRL,GGEXP,ECOAFF,PC_GDP,2012,3.13742930834817
IRL,GGEXP,ECOAFF,PC_GDP,2013,3.01236343690185
IRL,GGEXP,ECOAFF,PC_GDP,2014,2.97304351952696
IRL,GGEXP,ECOAFF,PC_GDP,2015,3.07321651394665
IRL,GGEXP,ECOAFF,PC_GDP,2016,2.41473889821948
IRL,GGEXP,ECOAFF,PC_GDP,2017,2.1921655969225498
IRL,GGEXP,ECOAFF,PC_GDP,2018,2.32724112628544
NLD,GGEXP,RECULTREL,PC_GDP,2001,1.43666174843997
NLD,GGEXP,RECULTREL,PC_GDP,2002,1.47803893945169
NLD,GGEXP,RECULTREL,PC_GDP,2003,1.4757902537002001
NLD,GGEXP,RECULTREL,PC_GDP,2004,1.43589666078453
NLD,GGEXP,RECULTREL,PC_GDP,2005,1.4066507770252499
NLD,GGEXP,RECULTREL,PC_GDP,2006,1.4033112877344098
NLD,GGEXP,RECULTREL,PC_GDP,2007,1.32338453090428
NLD,GGEXP,RECULTREL,PC_GDP,2008,1.4266113306901398
NLD,GGEXP,RECULTREL,PC_GDP,2009,1.56263503413663
NLD,GGEXP,RECULTREL,PC_GDP,2010,1.5181785612035301
NLD,GGEXP,RECULTREL,PC_GDP,2011,1.4501221632975
NLD,GGEXP,RECULTREL,PC_GDP,2012,1.39410015222845
NLD,GGEXP,RECULTREL,PC_GDP,2013,1.35253602397106
NLD,GGEXP,RECULTREL,PC_GDP,2014,1.25707308356662
NLD,GGEXP,RECULTREL,PC_GDP,2015,1.21375404343138
NLD,GGEXP,RECULTREL,PC_GDP,2016,1.21072314449196
NLD,GGEXP,RECULTREL,PC_GDP,2017,1.17415795791077
NLD,GGEXP,RECULTREL,PC_GDP,2018,1.16764142375255
GRC,GGEXP,HOUCOMM,PC_GDP,2001,0.399490550897094
GRC,GGEXP,HOUCOMM,PC_GDP,2002,0.374401773271455
GRC,GGEXP,HOUCOMM,PC_GDP,2003,0.37450094317816895
GRC,GGEXP,HOUCOMM,PC_GDP,2004,0.3747757858330639
GRC,GGEXP,HOUCOMM,PC_GDP,2005,0.33527015112457204
GRC,GGEXP,HOUCOMM,PC_GDP,2006,0.23684764793151897
GRC,GGEXP,HOUCOMM,PC_GDP,2007,0.218311905828381
GRC,GGEXP,HOUCOMM,PC_GDP,2008,0.257035000538262
GRC,GGEXP,HOUCOMM,PC_GDP,2009,0.37215696477087795
GRC,GGEXP,HOUCOMM,PC_GDP,2010,0.19731767659545998
GRC,GGEXP,HOUCOMM,PC_GDP,2011,0.185481367389202
GRC,GGEXP,HOUCOMM,PC_GDP,2012,0.22541380281124695
GRC,GGEXP,HOUCOMM,PC_GDP,2013,0.292270966923976
GRC,GGEXP,HOUCOMM,PC_GDP,2014,0.274269369659788
GRC,GGEXP,HOUCOMM,PC_GDP,2015,0.23524984073328398
GRC,GGEXP,HOUCOMM,PC_GDP,2016,0.20907943400657103
GRC,GGEXP,HOUCOMM,PC_GDP,2017,0.185331515928815
GRC,GGEXP,HOUCOMM,PC_GDP,2018,0.206806637465595
USA,GGEXP,ENVPROT,PC_GDP,2001,0.0
USA,GGEXP,ENVPROT,PC_GDP,2002,0.0
USA,GGEXP,ENVPROT,PC_GDP,2003,0.0
USA,GGEXP,ENVPROT,PC_GDP,2004,0.0
USA,GGEXP,ENVPROT,PC_GDP,2005,0.0
USA,GGEXP,ENVPROT,PC_GDP,2006,0.0
USA,GGEXP,ENVPROT,PC_GDP,2007,0.0
USA,GGEXP,ENVPROT,PC_GDP,2008,0.0
USA,GGEXP,ENVPROT,PC_GDP,2009,0.0
USA,GGEXP,ENVPROT,PC_GDP,2010,0.0
USA,GGEXP,ENVPROT,PC_GDP,2011,0.0
USA,GGEXP,ENVPROT,PC_GDP,2012,0.0
USA,GGEXP,ENVPROT,PC_GDP,2013,0.0
USA,GGEXP,ENVPROT,PC_GDP,2014,0.0
USA,GGEXP,ENVPROT,PC_GDP,2015,0.0
USA,GGEXP,ENVPROT,PC_GDP,2016,0.0
USA,GGEXP,ENVPROT,PC_GDP,2017,0.0
USA,GGEXP,ENVPROT,PC_GDP,2018,0.0
PRT,GGEXP,HEALTH,PC_GDP,2001,6.489124961133309
PRT,GGEXP,HEALTH,PC_GDP,2002,6.55868144749905
PRT,GGEXP,HEALTH,PC_GDP,2003,7.04690281690856
PRT,GGEXP,HEALTH,PC_GDP,2004,7.327125197542321
PRT,GGEXP,HEALTH,PC_GDP,2005,7.394910149246019
PRT,GGEXP,HEALTH,PC_GDP,2006,7.09378487317993
PRT,GGEXP,HEALTH,PC_GDP,2007,7.1195850597858
PRT,GGEXP,HEALTH,PC_GDP,2008,7.30170683391008
PRT,GGEXP,HEALTH,PC_GDP,2009,8.03183569393785
PRT,GGEXP,HEALTH,PC_GDP,2010,7.47823714967574
PRT,GGEXP,HEALTH,PC_GDP,2011,6.955773047444629
PRT,GGEXP,HEALTH,PC_GDP,2012,6.624981314867541
PRT,GGEXP,HEALTH,PC_GDP,2013,6.494986584992889
PRT,GGEXP,HEALTH,PC_GDP,2014,6.2915676268355405
PRT,GGEXP,HEALTH,PC_GDP,2015,6.158068814537951
PRT,GGEXP,HEALTH,PC_GDP,2016,6.10638722777192
PRT,GGEXP,HEALTH,PC_GDP,2017,6.24690701133229
PRT,GGEXP,HEALTH,PC_GDP,2018,6.290533716044589
JPN,GGEXP,SOCPROT,PC_GDP,2005,13.0488685310288
JPN,GGEXP,SOCPROT,PC_GDP,2006,13.0877693712625
JPN,GGEXP,SOCPROT,PC_GDP,2007,13.3921159055251
JPN,GGEXP,SOCPROT,PC_GDP,2008,14.0304008502144
JPN,GGEXP,SOCPROT,PC_GDP,2009,15.8490993889696
JPN,GGEXP,SOCPROT,PC_GDP,2010,15.9880236768415
JPN,GGEXP,SOCPROT,PC_GDP,2011,16.6831668560882
JPN,GGEXP,SOCPROT,PC_GDP,2012,16.665865250571198
JPN,GGEXP,SOCPROT,PC_GDP,2013,16.5449795260343
JPN,GGEXP,SOCPROT,PC_GDP,2014,16.3396811682196
JPN,GGEXP,SOCPROT,PC_GDP,2015,16.064618709861698
JPN,GGEXP,SOCPROT,PC_GDP,2016,16.2429612732785
JPN,GGEXP,SOCPROT,PC_GDP,2017,16.1183035493483
JPN,GGEXP,SOCPROT,PC_GDP,2018,16.1280364377094
ITA,GGEXP,HOUCOMM,PC_GDP,2001,0.672667161911235
ITA,GGEXP,HOUCOMM,PC_GDP,2002,0.6710120555398671
ITA,GGEXP,HOUCOMM,PC_GDP,2003,0.6583670157709239
ITA,GGEXP,HOUCOMM,PC_GDP,2004,0.671388310694827
ITA,GGEXP,HOUCOMM,PC_GDP,2005,0.6414685030542601
ITA,GGEXP,HOUCOMM,PC_GDP,2006,0.6296118444492479
ITA,GGEXP,HOUCOMM,PC_GDP,2007,0.645432444753963
ITA,GGEXP,HOUCOMM,PC_GDP,2008,0.638572622057503
ITA,GGEXP,HOUCOMM,PC_GDP,2009,0.7348014992367441
ITA,GGEXP,HOUCOMM,PC_GDP,2010,0.7554866027580319
ITA,GGEXP,HOUCOMM,PC_GDP,2011,0.6459416245874621
ITA,GGEXP,HOUCOMM,PC_GDP,2012,0.6845470769479671
ITA,GGEXP,HOUCOMM,PC_GDP,2013,0.5725619318986129
ITA,GGEXP,HOUCOMM,PC_GDP,2014,0.506622319598753
ITA,GGEXP,HOUCOMM,PC_GDP,2015,0.5029797233825979
ITA,GGEXP,HOUCOMM,PC_GDP,2016,0.45518104044683
ITA,GGEXP,HOUCOMM,PC_GDP,2017,0.44037957545372797
ITA,GGEXP,HOUCOMM,PC_GDP,2018,0.46340999685080997
HUN,GGEXP,PUBORD,PC_GDP,2001,2.04173728951145
HUN,GGEXP,PUBORD,PC_GDP,2002,2.26843213542108
HUN,GGEXP,PUBORD,PC_GDP,2003,2.12356022540413
HUN,GGEXP,PUBORD,PC_GDP,2004,1.9786447672506202
HUN,GGEXP,PUBORD,PC_GDP,2005,1.9901042262590602
HUN,GGEXP,PUBORD,PC_GDP,2006,2.1097824138451298
HUN,GGEXP,PUBORD,PC_GDP,2007,1.95688914469887
HUN,GGEXP,PUBORD,PC_GDP,2008,1.9750894327941
HUN,GGEXP,PUBORD,PC_GDP,2009,1.9244147310647401
HUN,GGEXP,PUBORD,PC_GDP,2010,1.83253984625328
HUN,GGEXP,PUBORD,PC_GDP,2011,1.89353936122884
HUN,GGEXP,PUBORD,PC_GDP,2012,1.92211711550881
HUN,GGEXP,PUBORD,PC_GDP,2013,2.02197222895613
HUN,GGEXP,PUBORD,PC_GDP,2014,1.88212847976008
HUN,GGEXP,PUBORD,PC_GDP,2015,2.0050938899194
HUN,GGEXP,PUBORD,PC_GDP,2016,2.28829805967067
HUN,GGEXP,PUBORD,PC_GDP,2017,2.31506085674136
HUN,GGEXP,PUBORD,PC_GDP,2018,2.25143544676556
EST,GGEXP,EDU,PC_GDP,2001,6.338475688699269
EST,GGEXP,EDU,PC_GDP,2002,6.51690284786227
EST,GGEXP,EDU,PC_GDP,2003,6.26797993135265
EST,GGEXP,EDU,PC_GDP,2004,6.158809521861169
EST,GGEXP,EDU,PC_GDP,2005,5.9021930312275
EST,GGEXP,EDU,PC_GDP,2006,5.86039399944325
EST,GGEXP,EDU,PC_GDP,2007,5.737634925662499
EST,GGEXP,EDU,PC_GDP,2008,6.47542642086371
EST,GGEXP,EDU,PC_GDP,2009,6.977998939994321
EST,GGEXP,EDU,PC_GDP,2010,6.464701635581631
EST,GGEXP,EDU,PC_GDP,2011,6.030848551028909
EST,GGEXP,EDU,PC_GDP,2012,6.08340805050333
EST,GGEXP,EDU,PC_GDP,2013,5.87178563081587
EST,GGEXP,EDU,PC_GDP,2014,5.485136649848111
EST,GGEXP,EDU,PC_GDP,2015,5.8781029837291205
EST,GGEXP,EDU,PC_GDP,2016,5.67217063589311
EST,GGEXP,EDU,PC_GDP,2017,5.69822517446104
EST,GGEXP,EDU,PC_GDP,2018,6.18992563101637
POL,GGEXP,HOUCOMM,PC_GDP,2001,1.28568388177042
POL,GGEXP,HOUCOMM,PC_GDP,2002,1.42594909069377
POL,GGEXP,HOUCOMM,PC_GDP,2003,1.33616256664263
POL,GGEXP,HOUCOMM,PC_GDP,2004,1.20795831359545
POL,GGEXP,HOUCOMM,PC_GDP,2005,1.17874165920383
POL,GGEXP,HOUCOMM,PC_GDP,2006,0.968859101807322
POL,GGEXP,HOUCOMM,PC_GDP,2007,0.778293009677509
POL,GGEXP,HOUCOMM,PC_GDP,2008,0.8075809660957509
POL,GGEXP,HOUCOMM,PC_GDP,2009,0.941698774450682
POL,GGEXP,HOUCOMM,PC_GDP,2010,0.781914871535144
POL,GGEXP,HOUCOMM,PC_GDP,2011,0.838320066580548
POL,GGEXP,HOUCOMM,PC_GDP,2012,0.8037191033646841
POL,GGEXP,HOUCOMM,PC_GDP,2013,0.739334719460195
POL,GGEXP,HOUCOMM,PC_GDP,2014,0.716239544764972
POL,GGEXP,HOUCOMM,PC_GDP,2015,0.706991778332147
POL,GGEXP,HOUCOMM,PC_GDP,2016,0.5999093032902271
POL,GGEXP,HOUCOMM,PC_GDP,2017,0.559212024424046
POL,GGEXP,HOUCOMM,PC_GDP,2018,0.59341247951771
LUX,GGEXP,PUBORD,PC_GDP,2001,0.9493971208393359
LUX,GGEXP,PUBORD,PC_GDP,2002,1.00037015767984
LUX,GGEXP,PUBORD,PC_GDP,2003,1.06251806662571
LUX,GGEXP,PUBORD,PC_GDP,2004,1.07766003761662
LUX,GGEXP,PUBORD,PC_GDP,2005,1.06496478310441
LUX,GGEXP,PUBORD,PC_GDP,2006,0.96745058815926
LUX,GGEXP,PUBORD,PC_GDP,2007,0.891931333794402
LUX,GGEXP,PUBORD,PC_GDP,2008,0.9390331100965971
LUX,GGEXP,PUBORD,PC_GDP,2009,1.0259754860091301
LUX,GGEXP,PUBORD,PC_GDP,2010,1.04388461970005
LUX,GGEXP,PUBORD,PC_GDP,2011,1.0166421844395501
LUX,GGEXP,PUBORD,PC_GDP,2012,1.0256597425264
LUX,GGEXP,PUBORD,PC_GDP,2013,1.01964405684699
LUX,GGEXP,PUBORD,PC_GDP,2014,0.992784554652684
LUX,GGEXP,PUBORD,PC_GDP,2015,0.999984481178128
LUX,GGEXP,PUBORD,PC_GDP,2016,0.980093164165942
LUX,GGEXP,PUBORD,PC_GDP,2017,1.0611781619215
FRA,GGEXP,PUBORD,PC_GDP,2001,1.44643089325185
FRA,GGEXP,PUBORD,PC_GDP,2002,1.5272425431202001
FRA,GGEXP,PUBORD,PC_GDP,2003,1.55936286155473
FRA,GGEXP,PUBORD,PC_GDP,2004,1.52832802920625
FRA,GGEXP,PUBORD,PC_GDP,2005,1.5073291032076999
FRA,GGEXP,PUBORD,PC_GDP,2006,1.4763945153832099
FRA,GGEXP,PUBORD,PC_GDP,2007,1.45944080438456
FRA,GGEXP,PUBORD,PC_GDP,2008,1.5385619209187
FRA,GGEXP,PUBORD,PC_GDP,2009,1.66213769519247
FRA,GGEXP,PUBORD,PC_GDP,2010,1.6828639861193002
FRA,GGEXP,PUBORD,PC_GDP,2011,1.63712142963677
FRA,GGEXP,PUBORD,PC_GDP,2012,1.6252841338871398
FRA,GGEXP,PUBORD,PC_GDP,2013,1.6316918328973
FRA,GGEXP,PUBORD,PC_GDP,2014,1.63269008473019
FRA,GGEXP,PUBORD,PC_GDP,2015,1.62247456368903
FRA,GGEXP,PUBORD,PC_GDP,2016,1.6292255281588501
FRA,GGEXP,PUBORD,PC_GDP,2017,1.63455207983397
FRA,GGEXP,PUBORD,PC_GDP,2018,1.662579841825
PRT,GGEXP,HOUCOMM,PC_GDP,2001,1.02993916943876
PRT,GGEXP,HOUCOMM,PC_GDP,2002,0.9191236883599899
PRT,GGEXP,HOUCOMM,PC_GDP,2003,0.749877498717069
PRT,GGEXP,HOUCOMM,PC_GDP,2004,0.693373515389864
PRT,GGEXP,HOUCOMM,PC_GDP,2005,0.6420010345581999
PRT,GGEXP,HOUCOMM,PC_GDP,2006,0.7054653502751759
PRT,GGEXP,HOUCOMM,PC_GDP,2007,0.6946525956605999
PRT,GGEXP,HOUCOMM,PC_GDP,2008,0.76246163927516
PRT,GGEXP,HOUCOMM,PC_GDP,2009,0.81991746303683
PRT,GGEXP,HOUCOMM,PC_GDP,2010,0.5609518569038671
PRT,GGEXP,HOUCOMM,PC_GDP,2011,0.44076483639158703
PRT,GGEXP,HOUCOMM,PC_GDP,2012,0.45828301041009595
PRT,GGEXP,HOUCOMM,PC_GDP,2013,0.48600444164421297
PRT,GGEXP,HOUCOMM,PC_GDP,2014,0.49146596936785397
PRT,GGEXP,HOUCOMM,PC_GDP,2015,0.476147659281867
PRT,GGEXP,HOUCOMM,PC_GDP,2016,0.41961541802409796
PRT,GGEXP,HOUCOMM,PC_GDP,2017,0.44081260457855004
PRT,GGEXP,HOUCOMM,PC_GDP,2018,0.45688606877951204
KOR,GGEXP,RECULTREL,PC_GDP,2007,0.737881405597818
KOR,GGEXP,RECULTREL,PC_GDP,2008,0.744643660872982
KOR,GGEXP,RECULTREL,PC_GDP,2009,0.8287069365959709
KOR,GGEXP,RECULTREL,PC_GDP,2010,0.7355449583369631
KOR,GGEXP,RECULTREL,PC_GDP,2011,0.7359512006734359
KOR,GGEXP,RECULTREL,PC_GDP,2012,0.7558859682660659
KOR,GGEXP,RECULTREL,PC_GDP,2013,0.78453825647608
KOR,GGEXP,RECULTREL,PC_GDP,2014,0.7473148650588008
KOR,GGEXP,RECULTREL,PC_GDP,2015,0.778880610877888
KOR,GGEXP,RECULTREL,PC_GDP,2016,0.839187223931163
KOR,GGEXP,RECULTREL,PC_GDP,2017,0.86218471042789
ITA,GGEXP,DEF,PC_GDP,2001,1.16897245749066
ITA,GGEXP,DEF,PC_GDP,2002,1.14622462403321
ITA,GGEXP,DEF,PC_GDP,2003,1.2513863263978102
ITA,GGEXP,DEF,PC_GDP,2004,1.27561506803946
ITA,GGEXP,DEF,PC_GDP,2005,1.26443181946758
ITA,GGEXP,DEF,PC_GDP,2006,1.20719774264842
ITA,GGEXP,DEF,PC_GDP,2007,1.19473151454404
ITA,GGEXP,DEF,PC_GDP,2008,1.3116570721098102
ITA,GGEXP,DEF,PC_GDP,2009,1.4933531077614
ITA,GGEXP,DEF,PC_GDP,2010,1.36959486976622
ITA,GGEXP,DEF,PC_GDP,2011,1.36478670764949
ITA,GGEXP,DEF,PC_GDP,2012,1.2827831685206001
ITA,GGEXP,DEF,PC_GDP,2013,1.223499246288
ITA,GGEXP,DEF,PC_GDP,2014,1.18851747837171
ITA,GGEXP,DEF,PC_GDP,2015,1.19068115298531
ITA,GGEXP,DEF,PC_GDP,2016,1.29615350231527
ITA,GGEXP,DEF,PC_GDP,2017,1.2832023719089498
ITA,GGEXP,DEF,PC_GDP,2018,1.2522589864317601
SWE,GGEXP,ECOAFF,PC_GDP,2001,3.71374435681895
SWE,GGEXP,ECOAFF,PC_GDP,2002,4.00335499812665
SWE,GGEXP,ECOAFF,PC_GDP,2003,4.13174940859631
SWE,GGEXP,ECOAFF,PC_GDP,2004,4.04506753337371
